index,pointid,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19,Exists
5318,1990,260,273,237,1365,373,2,117,943,11,330,11,121,68,1489,336,159,177,270,237,0
5319,1991,250,264,226,1413,376,3,111,935,13,707,13,124,68,1538,328,148,180,261,226,0
5320,1992,250,264,227,1429,379,3,108,933,15,719,15,125,68,1509,329,147,182,260,227,0
5321,1993,249,262,225,1445,383,3,107,932,15,732,15,126,68,1538,328,144,184,259,225,0
5322,1994,249,262,225,1452,387,3,107,935,15,740,15,126,68,1545,329,144,185,260,225,0
5323,1995,251,265,228,1454,392,3,107,940,16,390,16,126,68,1512,332,147,185,261,228,0
5324,1996,251,265,227,1459,398,3,108,945,16,394,16,127,68,1557,332,146,186,261,227,0
5325,1997,250,263,226,1468,403,2,108,951,15,401,15,127,68,1527,330,145,185,259,229,0
5326,1998,239,253,215,1487,408,2,109,957,14,416,14,127,69,1536,320,136,184,249,215,0
5327,1999,241,255,217,1499,416,2,110,971,14,419,14,127,69,1516,322,138,184,250,217,0
5328,2000,249,263,225,1511,428,2,112,993,13,418,13,127,68,1537,331,145,186,257,228,0
5329,2001,253,266,230,1530,440,2,113,1017,12,420,13,128,69,1485,334,150,184,261,233,0
5330,2002,257,271,234,1550,453,2,114,1041,11,423,13,127,69,1464,339,155,184,266,238,0
5331,2003,262,276,239,1565,464,1,116,1063,9,424,11,127,69,1465,344,161,183,269,243,0
5332,2004,263,277,241,1582,473,1,118,1080,8,429,10,127,69,1428,345,163,182,271,244,0
5333,2005,263,277,241,1600,479,1,118,1095,8,435,10,127,69,1425,346,164,182,270,245,0
5334,2006,262,276,239,1617,483,1,118,1108,8,442,9,128,70,1439,345,163,182,268,243,0
5335,2007,263,278,241,1628,486,1,119,1117,8,445,9,127,70,1421,347,166,181,269,245,0
5336,2008,267,282,246,1632,485,1,118,1123,8,444,9,127,70,1382,351,171,180,273,250,0
5337,2009,262,277,241,1652,486,1,119,1133,8,456,8,127,70,1368,347,166,181,268,245,0
5338,2010,266,281,245,1651,483,1,119,1136,7,453,7,126,69,1351,351,170,181,271,245,0
5339,2011,273,287,252,1640,474,0,119,1133,6,445,6,125,70,1321,356,178,178,277,252,0
5340,2012,275,289,254,1644,466,0,118,1136,7,442,7,124,69,1321,358,180,178,279,254,0
5341,2013,271,286,251,1664,462,0,118,1150,6,447,6,124,69,1325,356,177,179,275,251,0
5342,2014,268,282,248,1677,460,0,118,1158,5,451,5,124,70,1301,353,176,177,273,248,0
5343,2015,263,278,242,1695,467,0,117,1164,5,462,5,125,70,1368,348,170,178,269,242,0
5344,2016,263,277,241,1700,468,1,118,1165,6,464,6,125,69,1383,348,169,179,268,241,0
5345,2017,261,275,239,1702,470,1,117,1163,6,467,6,126,70,1388,346,168,178,267,239,0
5346,2018,235,249,211,1656,468,1,117,1136,4,491,4,128,71,1536,321,141,180,245,211,0
5347,2019,227,242,202,1610,454,1,117,1104,4,487,4,129,71,1618,314,133,181,239,202,0
5348,2020,213,228,187,1527,426,1,116,1042,6,864,6,129,70,1711,301,118,183,227,187,0
5349,2021,202,218,175,1458,402,2,116,990,7,828,7,128,69,1809,290,107,183,217,175,0
5350,2022,239,254,215,1617,456,2,117,1107,7,481,7,127,70,1601,325,146,179,252,215,0
5351,2023,250,264,226,1651,462,2,116,1121,9,896,9,125,71,1573,334,158,176,262,226,0
5352,2024,244,260,219,1604,448,3,116,1089,10,877,10,125,70,1687,330,152,178,258,219,0
5353,2025,243,259,217,1566,435,3,115,1059,10,854,11,125,70,1726,328,150,178,258,222,0
5354,2026,221,239,194,1397,383,2,115,945,9,782,10,127,70,1861,309,128,181,238,197,0
5355,2027,219,236,190,1350,366,2,114,907,11,752,13,127,69,1927,307,125,182,236,194,0
5356,2028,204,223,174,1252,330,2,112,831,14,698,17,127,69,2036,293,110,183,223,178,0
5357,2029,203,222,173,1213,315,2,111,798,16,798,20,126,69,2057,291,109,182,222,175,0
5358,2030,205,226,175,1190,304,3,109,774,20,774,24,125,69,2099,292,112,180,226,177,0
5359,2031,200,222,169,1148,285,3,107,735,24,735,30,123,68,2201,286,107,179,222,171,0
5360,2032,204,226,173,1136,279,4,105,720,29,695,36,122,68,2188,289,112,177,226,175,0
5361,2033,203,227,171,1106,266,5,102,691,35,691,43,120,68,2263,288,112,176,227,173,0
5362,2034,193,217,162,1092,251,6,98,663,44,642,54,118,67,2277,277,103,174,216,163,0
5363,2035,198,223,166,1084,250,8,96,658,49,633,60,116,67,2331,282,109,173,222,167,0
5364,2036,190,216,158,1143,250,11,91,668,65,653,65,114,67,2350,273,103,170,215,158,0
5365,2037,191,218,159,1202,255,14,87,684,76,674,97,112,67,2395,273,106,167,216,170,0
5366,2038,204,231,173,1383,281,23,80,756,102,756,132,107,65,2360,284,121,163,231,183,0
5367,2039,207,233,176,1512,291,30,75,800,124,800,140,104,66,2313,284,127,157,233,185,0
5368,2040,192,220,159,1441,270,28,73,753,121,753,141,103,64,2438,272,112,160,220,169,0
5369,2041,214,239,184,1828,313,48,63,896,180,896,214,97,65,2253,287,138,149,239,192,0
5370,2042,218,244,188,2037,331,60,57,954,216,954,264,93,64,2220,290,145,145,244,196,0
5371,2043,235,259,208,2605,382,82,48,1110,311,1110,394,86,64,2058,301,167,134,259,228,0
5372,2044,232,256,205,2709,385,84,46,1123,318,1123,428,83,63,2065,297,167,130,256,224,0
5373,2045,228,252,200,2738,384,82,45,1119,313,1119,444,80,62,2091,292,164,128,252,219,0
5374,2046,238,261,213,3169,429,93,42,1226,350,1220,551,73,61,1955,298,179,119,258,230,0
5247,2047,264,279,240,1174,357,2,131,878,9,574,9,108,67,1628,330,170,160,278,240,0
5248,2048,262,277,238,1204,367,2,129,897,8,588,8,111,68,1596,330,167,163,276,238,0
5249,2049,262,277,238,1232,375,2,129,912,8,600,8,112,67,1615,331,166,165,276,238,0
5250,2050,261,276,237,1261,379,2,126,924,8,614,8,114,67,1587,332,164,168,275,237,0
5251,2051,263,277,239,1280,380,2,126,930,9,623,9,115,67,1587,335,165,170,276,239,0
5252,2052,261,274,237,1311,376,2,122,937,9,642,9,117,68,1547,333,161,172,273,237,0
5253,2053,254,267,229,1354,369,2,118,940,10,670,10,119,68,1560,328,153,175,265,229,0
5254,2054,255,269,231,1371,371,2,116,940,11,680,11,121,68,1563,331,154,177,266,231,0
5255,2055,255,269,231,1395,374,3,113,940,13,695,13,122,68,1560,332,153,179,265,231,0
5256,2056,249,262,226,1427,377,3,110,935,14,718,14,124,68,1494,327,147,180,259,226,0
5257,2057,251,264,227,1441,380,3,108,935,15,385,15,125,68,1531,329,147,182,261,227,0
5258,2058,247,260,223,1455,382,3,106,930,15,741,15,126,68,1541,327,142,185,257,223,0
5259,2059,248,261,224,1461,385,3,106,931,16,402,16,127,68,1549,328,143,185,258,224,0
5260,2060,250,264,226,1463,389,3,107,933,16,403,16,127,68,1553,330,144,186,260,226,0
5261,2061,245,258,221,1467,392,2,106,931,16,410,16,128,68,1548,326,140,186,255,221,0
5262,2062,249,263,225,1469,399,2,107,941,15,409,15,128,68,1532,331,144,187,258,228,0
5263,2063,236,250,212,1495,403,2,107,949,15,427,15,128,68,1560,318,132,186,246,212,0
5264,2064,239,253,215,1504,411,2,108,962,15,429,15,128,69,1544,321,136,185,248,218,0
5265,2065,244,258,220,1518,422,2,109,981,14,431,15,129,68,1531,327,140,187,253,224,0
5266,2066,250,264,227,1535,436,2,112,1006,12,433,13,129,69,1507,333,147,186,259,230,0
5267,2067,252,266,227,1558,448,2,113,1029,12,438,13,129,68,1536,335,148,187,260,231,0
5268,2068,267,282,244,1567,467,2,116,1063,10,426,12,128,69,1481,350,165,185,275,248,0
5269,2069,270,284,247,1585,477,2,117,1082,9,429,12,128,69,1439,352,169,183,277,250,0
5270,2070,258,272,235,1620,480,1,116,1094,9,452,10,129,70,1474,342,158,184,266,239,0
5271,2071,251,265,229,1643,480,1,116,1104,9,466,9,129,70,1426,335,152,183,258,232,0
5272,2072,262,276,241,1645,490,1,118,1122,8,456,9,128,70,1393,346,164,182,269,244,0
5273,2073,263,278,241,1658,491,1,118,1133,8,459,9,128,70,1419,347,165,182,269,245,0
5274,2074,261,275,239,1672,491,1,118,1143,8,465,8,128,70,1398,346,164,182,267,243,0
5275,2075,273,287,252,1653,481,1,118,1138,8,450,8,126,69,1359,357,176,181,277,255,0
5276,2076,274,289,253,1658,475,1,117,1142,9,447,9,125,69,1380,359,178,181,279,253,0
5277,2077,272,286,251,1676,473,1,118,1153,8,454,8,125,69,1353,356,176,180,277,251,0
5278,2078,268,282,247,1692,472,0,117,1165,6,459,6,125,69,1351,353,173,180,273,247,0
5279,2079,263,277,241,1709,475,1,117,1172,6,469,6,126,70,1382,349,169,180,268,241,0
5280,2080,261,275,240,1714,474,1,118,1173,6,471,6,126,70,1365,347,167,180,267,240,0
5281,2081,261,275,240,1712,472,1,117,1170,6,471,6,126,70,1371,347,167,180,267,240,0
5282,2082,242,256,218,1687,474,1,117,1154,5,492,5,128,70,1511,329,147,182,252,218,0
5283,2083,231,246,206,1631,457,1,117,1115,5,492,5,129,70,1617,318,136,182,243,206,0
5284,2084,226,241,201,1594,445,1,117,1089,5,489,5,129,70,1632,313,131,182,239,201,0
5285,2085,201,217,174,1474,404,2,116,998,7,837,7,129,70,1781,289,105,184,215,174,0
5286,2086,197,213,169,1434,391,2,115,969,7,815,7,129,70,1846,285,101,184,212,169,0
5287,2087,242,257,217,1607,448,2,117,1094,7,883,7,127,70,1648,328,148,180,255,217,0
5288,2088,241,256,216,1580,439,2,116,1074,8,869,8,127,70,1653,326,147,179,254,216,0
5289,2089,241,257,215,1560,430,3,114,1054,10,853,10,127,70,1742,328,147,181,255,215,0
5290,2090,241,257,215,1527,419,3,114,1028,10,832,11,126,70,1729,326,148,178,256,219,0
5291,2091,235,252,207,1465,399,3,113,983,12,801,13,126,69,1848,322,141,181,251,212,0
5292,2092,224,242,196,1364,367,2,114,913,11,753,13,127,69,1910,312,130,182,242,200,0
5293,2093,227,246,199,1353,361,3,113,899,14,899,16,126,69,1958,314,133,181,246,202,0
5294,2094,218,239,189,1269,333,3,112,839,16,839,19,126,69,2053,306,124,182,239,192,0
5295,2095,205,226,175,1170,298,2,110,763,18,763,23,125,68,2118,293,110,183,226,177,0
5296,2096,208,230,178,1160,292,3,108,751,22,751,27,124,68,2168,295,115,180,230,180,0
5297,2097,206,229,175,1127,278,4,106,719,27,719,33,123,69,2199,291,113,178,229,177,0
5298,2098,205,228,173,1106,268,5,103,698,32,674,39,121,68,2279,290,113,177,228,175,0
5299,2099,196,221,164,1073,250,6,100,661,40,639,49,119,68,2329,280,105,175,220,165,0
5300,2100,192,217,160,1097,247,8,96,659,52,641,63,116,67,2340,276,103,173,216,160,0
5301,2101,194,220,163,1137,250,11,92,669,63,654,76,114,67,2324,277,107,170,219,163,0
5302,2102,194,220,163,1201,254,14,87,685,75,677,96,111,66,2362,276,109,167,219,174,0
5303,2103,198,225,166,1305,264,20,82,716,93,716,101,108,65,2395,278,114,164,225,176,0
5304,2104,202,229,170,1435,277,26,76,764,114,764,128,105,65,2357,281,121,160,229,180,0
5305,2105,210,236,178,1650,297,37,69,839,149,839,172,100,64,2341,286,131,155,236,188,0
5306,2106,220,246,190,1967,328,55,60,941,202,941,240,95,64,2253,293,146,147,246,198,0
5307,2107,220,246,190,2086,336,63,56,965,226,965,275,92,63,2246,292,147,145,246,198,0
5308,2108,226,251,197,2369,360,74,50,1038,276,1038,343,88,64,2163,294,157,137,251,205,0
5309,2109,233,257,206,2705,387,86,45,1119,324,1119,427,83,63,2060,298,167,131,257,225,0
5310,2110,236,260,210,2939,403,92,43,1170,343,1170,488,78,61,2007,299,173,126,260,229,0
5182,2111,263,278,239,1149,346,2,130,854,9,854,9,106,67,1633,329,171,158,277,239,0
5183,2112,263,278,239,1175,349,2,129,872,9,872,9,108,67,1618,329,170,159,278,239,0
5184,2113,263,278,239,1205,354,2,128,889,8,595,8,110,67,1613,331,169,162,277,239,0
5185,2114,262,276,238,1235,361,2,127,904,8,609,8,112,68,1581,331,167,164,275,238,0
5186,2115,258,272,234,1276,364,2,124,921,9,631,9,114,68,1584,328,161,167,272,234,0
5187,2116,261,275,237,1295,366,2,123,927,9,640,9,115,68,1573,332,163,169,273,237,0
5188,2117,261,274,236,1322,366,2,120,933,9,655,9,117,68,1573,333,162,171,273,236,0
5189,2118,248,261,224,1378,371,2,115,939,11,691,11,120,68,1564,323,148,175,260,224,0
5190,2119,247,260,222,1407,374,3,112,940,13,707,13,121,68,1594,323,146,177,259,222,0
5191,2120,246,260,222,1426,376,3,110,937,14,719,14,123,69,1544,323,145,178,258,222,0
5192,2121,246,259,221,1442,377,3,108,934,14,392,14,124,68,1585,325,143,182,256,221,0
5193,2122,250,263,225,1453,380,3,107,935,15,397,15,125,68,1572,329,146,183,260,225,0
5194,2123,250,263,225,1462,382,3,107,933,15,404,15,127,68,1576,330,145,185,260,225,0
5195,2124,247,261,223,1469,383,3,105,928,17,412,17,127,68,1566,328,142,186,257,223,0
5196,2125,247,260,223,1469,385,3,105,925,17,415,17,128,68,1535,328,141,187,256,223,0
5197,2126,246,260,222,1467,388,3,105,923,17,416,17,129,68,1546,328,141,187,256,222,0
5198,2127,249,263,224,1469,393,2,106,929,16,417,16,129,68,1550,331,143,188,258,228,0
5199,2128,234,248,209,1504,399,2,106,948,16,438,16,129,68,1563,317,129,188,244,209,0
5200,2129,237,251,212,1509,406,2,107,956,15,439,15,129,68,1565,320,132,188,247,216,0
5201,2130,241,255,217,1525,416,2,108,973,15,442,15,129,68,1522,324,137,187,251,220,0
5202,2131,246,260,222,1541,429,2,110,996,13,444,14,130,69,1524,330,142,188,255,226,0
5203,2132,260,275,237,1561,453,2,113,1034,12,438,14,130,69,1502,344,157,187,268,240,0
5204,2133,255,270,232,1588,460,2,113,1051,12,451,13,130,69,1502,339,153,186,264,235,0
5205,2134,263,278,240,1606,479,2,116,1080,10,449,12,130,69,1501,347,161,186,271,244,0
5206,2135,259,273,236,1630,483,1,116,1095,9,460,11,130,70,1442,343,158,185,266,240,0
5207,2136,252,266,228,1653,481,1,116,1105,9,473,10,130,69,1495,337,151,186,260,232,0
5208,2137,257,271,235,1668,491,1,116,1126,9,471,10,130,70,1417,342,158,184,265,239,1
5209,2138,260,274,238,1679,494,1,118,1139,9,471,9,129,70,1421,345,161,184,267,241,0
5210,2139,267,282,245,1679,493,1,118,1147,9,464,9,128,69,1412,352,169,183,272,248,0
5211,2140,274,288,252,1669,484,1,117,1146,9,454,9,127,69,1407,358,176,182,280,256,0
5212,2141,265,280,244,1703,488,1,118,1165,8,470,8,127,69,1399,351,168,183,272,244,0
5213,2142,264,278,242,1712,485,1,118,1172,7,472,7,127,70,1397,349,168,181,270,242,0
5214,2143,262,276,240,1723,483,1,117,1177,7,476,7,127,69,1390,348,166,182,268,240,0
5215,2144,262,276,240,1726,479,1,117,1180,7,475,7,127,70,1415,348,167,181,268,240,0
5216,2145,260,275,239,1727,477,1,117,1179,6,477,6,127,70,1390,347,166,181,266,239,0
5217,2146,247,262,225,1721,480,1,117,1172,6,492,6,128,70,1469,334,153,181,258,225,0
5218,2147,240,255,215,1691,471,1,117,1151,6,496,6,129,70,1569,327,144,183,251,215,0
5219,2148,235,251,211,1649,458,1,116,1122,6,494,6,129,70,1613,323,140,183,247,211,0
5220,2149,214,229,188,1542,424,2,116,1046,7,869,7,129,70,1715,302,118,184,228,188,0
5221,2150,199,215,171,1460,397,2,115,985,7,829,7,129,69,1810,288,103,185,214,171,0
5222,2151,224,239,198,1518,418,2,116,1031,7,851,7,129,70,1716,312,128,184,238,198,0
5223,2152,239,254,213,1564,431,2,115,1060,7,860,7,128,70,1696,326,144,182,253,213,0
5224,2153,237,252,210,1529,419,2,115,1034,8,842,8,128,70,1744,324,142,182,251,210,0
5225,2154,234,251,207,1490,406,3,114,1004,10,821,10,128,70,1781,322,140,182,249,207,0
5226,2155,237,254,209,1479,401,3,114,992,10,808,11,127,69,1841,324,142,182,253,214,0
5227,2156,232,250,205,1422,383,3,113,951,11,779,12,128,70,1872,319,137,182,249,208,0
5228,2157,220,239,190,1315,350,2,113,878,11,729,13,128,69,2002,309,124,185,239,195,0
5229,2158,229,248,200,1346,356,3,112,891,14,891,16,126,69,1975,315,134,181,248,204,0
5230,2159,215,235,185,1230,320,2,111,812,14,812,17,127,69,2064,303,120,183,235,188,0
5231,2160,202,224,171,1146,290,2,110,748,17,748,22,126,68,2168,292,107,185,224,174,0
5232,2161,204,226,173,1129,282,3,107,731,21,731,26,125,68,2175,292,109,183,226,176,0
5233,2162,209,232,179,1141,283,4,106,733,25,733,31,123,68,2207,295,116,179,232,181,0
5234,2163,206,230,175,1119,271,5,103,709,31,709,38,121,68,2236,291,114,177,230,177,0
5235,2164,201,225,170,1093,257,6,100,680,38,659,47,119,68,2281,285,111,174,225,171,0
5236,2165,197,222,166,1104,251,8,96,671,48,653,59,117,68,2313,281,109,172,221,167,0
5237,2166,199,225,167,1162,255,11,92,685,63,673,77,114,67,2368,281,111,170,224,168,0
5238,2167,196,222,164,1206,254,14,88,689,76,683,95,111,66,2380,277,109,168,221,174,0
5239,2168,206,232,174,1388,277,22,81,759,101,759,132,107,66,2363,284,122,162,232,184,0
5240,2169,207,234,175,1507,285,29,74,794,123,794,138,104,65,2361,285,126,159,234,185,0
5241,2170,216,242,186,1759,308,43,66,880,165,880,191,99,65,2273,291,139,152,242,194,0
5242,2171,220,247,191,1976,329,55,60,941,204,941,242,96,64,2255,294,145,149,247,199,0
5243,2172,224,249,194,2180,346,68,54,992,242,992,293,92,64,2207,295,152,143,249,202,0
5244,2173,236,260,209,2591,383,86,47,1100,319,1100,390,87,64,2064,302,167,135,260,216,0
5245,2174,235,259,208,2723,391,90,45,1122,335,1122,429,83,62,2073,301,169,132,259,227,0
5246,2175,238,262,211,2907,403,94,43,1161,347,1161,478,79,62,2043,302,175,127,262,230,0
5118,2176,262,277,237,1149,348,2,128,848,9,578,9,106,67,1686,328,170,158,277,237,0
5119,2177,262,277,237,1180,352,2,127,867,10,591,10,107,67,1672,328,169,159,277,237,0
5120,2178,260,274,235,1218,356,2,125,887,10,609,10,109,67,1624,326,165,161,274,235,0
5121,2179,262,277,238,1237,358,2,124,897,9,617,9,111,68,1639,330,167,163,276,238,0
5122,2180,260,274,235,1277,363,2,122,915,9,638,9,113,67,1633,330,163,167,273,235,0
5123,2181,261,275,237,1301,365,2,121,923,9,650,9,115,68,1592,333,164,169,274,237,0
5124,2182,261,275,237,1330,369,2,120,932,9,665,9,117,68,1580,334,163,171,274,237,0
5125,2183,257,271,233,1368,372,2,115,938,11,687,11,119,68,1558,331,158,173,270,233,0
5126,2184,254,267,229,1405,375,2,112,942,11,708,11,121,68,1554,329,153,176,266,229,0
5127,2185,244,258,220,1441,377,3,109,941,14,732,14,123,68,1591,322,143,179,257,220,0
5128,2186,245,258,220,1457,378,3,107,938,15,404,15,125,69,1562,323,142,181,256,220,0
5129,2187,247,260,222,1468,380,3,106,936,15,411,15,126,68,1566,327,143,184,258,222,0
5130,2188,249,263,225,1473,381,3,106,933,16,416,16,127,68,1562,330,144,186,259,225,0
5131,2189,247,261,222,1478,381,3,104,926,17,422,17,128,68,1584,329,141,188,257,222,0
5132,2190,249,263,225,1477,383,3,104,925,17,423,17,128,68,1539,331,143,188,259,225,0
5133,2191,246,260,222,1474,384,3,104,917,18,426,18,129,68,1571,329,140,189,257,225,0
5134,2192,250,264,225,1470,388,2,105,921,16,424,17,130,68,1597,333,143,190,259,228,0
5135,2193,245,259,220,1470,390,2,105,917,17,428,17,130,68,1582,329,138,191,255,223,0
5136,2194,235,249,210,1520,402,2,106,958,15,450,15,130,68,1602,319,130,189,246,210,0
5137,2195,240,255,216,1531,411,2,107,971,15,452,15,130,68,1583,324,135,189,251,219,0
5138,2196,243,257,218,1554,423,2,108,993,14,457,15,131,68,1563,328,137,191,253,221,0
5139,2197,249,263,224,1577,439,2,110,1018,13,461,14,131,68,1591,334,143,191,258,227,0
5140,2198,258,272,234,1596,461,2,113,1050,12,459,14,131,69,1507,343,154,189,266,238,0
5141,2199,261,276,237,1619,478,2,115,1078,10,462,13,131,69,1532,346,157,189,269,241,0
5142,2200,270,285,247,1631,495,2,118,1104,10,454,13,130,69,1495,355,168,187,278,250,0
5143,2201,259,273,236,1662,490,1,116,1114,9,474,11,131,70,1454,344,158,186,266,240,0
5144,2202,251,265,228,1686,486,1,115,1123,10,487,10,131,70,1477,337,151,186,259,232,0
5145,2203,271,286,248,1672,496,1,117,1140,9,463,10,129,70,1442,356,172,184,277,252,0
5146,2204,273,288,251,1675,491,1,118,1145,9,460,10,128,69,1423,358,175,183,279,254,0
5147,2205,270,285,247,1696,490,1,117,1158,9,468,9,128,69,1435,355,171,184,275,251,0
5148,2206,264,279,241,1722,491,1,117,1172,8,479,8,129,70,1456,350,166,184,270,241,0
5149,2207,259,274,237,1739,491,1,117,1182,8,486,8,128,69,1423,346,163,183,266,237,0
5150,2208,263,278,240,1737,485,1,117,1184,7,480,7,128,69,1473,349,166,183,269,240,0
5151,2209,259,274,237,1745,485,1,117,1188,7,484,7,128,69,1465,346,163,183,266,237,0
5152,2210,258,273,235,1742,481,1,116,1185,7,484,7,128,69,1487,345,162,183,265,235,0
5153,2211,256,271,234,1738,478,1,116,1178,7,486,7,128,69,1472,344,161,183,264,234,0
5154,2212,249,264,225,1717,473,1,116,1163,6,492,6,128,69,1549,337,153,184,260,225,0
5155,2213,252,267,227,1700,465,2,116,1148,8,487,8,128,69,1563,339,156,183,263,227,0
5156,2214,243,258,219,1649,452,2,116,1116,7,487,7,128,69,1597,331,148,183,256,219,0
5157,2215,229,245,203,1554,425,2,115,1052,7,863,7,129,70,1714,317,133,184,243,203,0
5158,2216,216,233,189,1473,400,2,115,995,7,830,7,130,69,1804,305,119,186,232,189,0
5159,2217,232,249,205,1506,409,2,115,1016,7,833,7,129,70,1775,320,136,184,247,205,0
5160,2218,232,249,205,1479,400,2,114,995,8,817,8,129,70,1816,320,136,184,248,205,0
5161,2219,237,254,210,1484,400,3,114,994,10,811,10,128,69,1793,324,141,183,253,210,0
5162,2220,235,253,207,1454,389,3,113,969,10,792,11,128,69,1871,323,139,184,252,212,0
5163,2221,230,248,201,1390,370,3,113,925,11,761,12,129,70,1930,318,134,184,248,206,0
5164,2222,193,213,163,1216,314,3,111,802,14,802,16,128,68,2080,283,97,186,213,166,0
5165,2223,226,246,196,1313,343,3,111,866,14,866,16,128,69,2055,314,130,184,246,200,0
5166,2224,217,238,187,1229,318,3,111,810,15,810,17,128,69,2071,306,121,185,238,191,0
5167,2225,206,227,175,1145,290,2,110,750,16,750,20,127,67,2173,296,109,187,227,178,0
5168,2226,211,234,180,1160,292,3,109,755,19,755,24,126,68,2231,299,115,184,234,183,0
5169,2227,204,227,172,1103,271,3,107,710,23,710,29,124,68,2259,291,109,182,227,174,0
5170,2228,207,231,176,1129,273,5,104,718,30,718,37,122,68,2259,293,114,179,231,178,0
5171,2229,204,229,172,1125,265,6,102,704,37,704,46,120,67,2318,289,112,177,229,174,0
5172,2230,195,220,163,1106,248,8,97,671,48,657,59,117,67,2336,279,106,173,219,164,0
5173,2231,196,221,164,1150,250,11,93,680,61,671,74,114,66,2352,279,108,171,220,164,0
5174,2232,203,229,171,1273,266,16,86,722,81,721,101,111,66,2360,284,118,166,228,182,0
5175,2233,219,245,188,1587,304,30,75,847,126,847,163,106,66,2311,295,136,159,245,198,0
5176,2234,218,245,188,1699,308,38,70,873,149,873,167,102,65,2285,294,139,155,245,197,0
5177,2235,220,246,190,1831,317,46,64,905,176,905,203,99,65,2274,294,142,152,246,198,0
5178,2236,227,252,198,2114,344,64,57,985,229,985,269,95,65,2186,298,153,145,252,206,0
5179,2237,222,249,193,2157,343,67,54,982,240,982,289,92,63,2245,295,150,145,249,201,0
5180,2238,236,261,208,2583,383,88,47,1095,323,1095,389,88,64,2105,303,166,137,261,216,0
5181,2239,233,258,205,2650,385,89,45,1100,332,1100,413,84,62,2107,300,166,134,258,224,0
5053,2240,262,278,237,1119,346,3,127,823,11,822,11,103,66,1725,327,171,156,277,237,0
5054,2241,262,277,237,1148,350,3,127,842,11,842,11,105,66,1680,328,170,158,277,237,0
5055,2242,262,277,237,1181,354,3,125,861,11,861,11,107,67,1664,328,169,159,277,237,0
5056,2243,259,274,234,1220,358,3,124,882,11,617,11,109,68,1637,325,166,159,274,234,0
5057,2244,262,277,236,1245,361,2,123,895,9,628,9,110,67,1656,329,167,162,276,236,0
5058,2245,262,275,237,1275,364,2,121,908,9,644,9,112,68,1598,330,166,164,275,237,0
5059,2246,262,276,237,1311,368,2,119,921,10,661,10,114,68,1610,332,165,167,275,237,0
5060,2247,262,275,237,1342,371,2,118,931,11,677,11,116,67,1597,334,163,171,274,237,0
5061,2248,259,273,235,1381,375,2,114,941,11,698,11,118,68,1579,333,160,173,271,235,0
5062,2249,255,269,230,1419,378,2,112,946,11,720,11,121,68,1597,331,155,176,268,230,0
5063,2250,245,258,220,1455,378,3,108,945,14,406,14,123,68,1570,323,143,180,256,220,0
5064,2251,244,258,220,1472,379,3,107,944,15,417,15,125,68,1585,324,141,183,256,220,0
5065,2252,243,256,218,1484,379,3,105,940,16,427,16,126,68,1575,323,139,184,254,218,0
5066,2253,249,263,225,1489,381,3,105,939,16,428,16,127,68,1591,330,144,186,260,225,0
5067,2254,246,260,222,1490,380,3,104,932,17,434,17,128,67,1573,329,140,189,257,225,0
5068,2255,247,261,222,1488,380,3,103,926,17,436,17,129,67,1612,330,140,190,258,225,0
5069,2256,247,261,221,1483,380,3,103,919,18,436,18,130,68,1610,330,139,191,257,224,0
5070,2257,250,265,225,1481,384,3,104,921,17,435,18,130,67,1632,335,142,193,261,228,0
5071,2258,249,264,224,1482,388,3,104,923,17,436,18,131,67,1603,334,141,193,260,228,0
5072,2259,230,244,204,1548,400,2,105,972,16,466,16,130,68,1616,314,124,190,241,204,0
5073,2260,234,248,209,1555,407,2,106,981,15,468,15,131,68,1606,319,129,190,245,209,0
5074,2261,236,250,212,1574,417,2,107,1000,15,474,15,131,68,1573,321,131,190,247,215,0
5075,2262,240,254,215,1593,429,2,108,1019,15,477,15,132,69,1586,326,135,191,251,219,0
5076,2263,248,263,224,1608,446,2,110,1040,13,475,14,132,69,1577,335,144,191,258,228,0
5077,2264,267,282,243,1627,489,2,116,1087,10,464,13,132,69,1511,353,163,190,275,247,0
5078,2265,270,284,246,1646,502,2,117,1110,10,464,13,131,70,1495,354,167,187,278,249,0
5079,2266,251,265,227,1677,478,2,114,1105,11,491,12,132,70,1513,337,149,188,259,231,0
5080,2267,259,273,236,1692,493,2,115,1130,11,486,11,131,70,1480,344,158,186,266,239,0
5081,2268,272,287,250,1680,496,2,117,1141,10,467,12,130,69,1456,358,172,186,279,253,0
5082,2269,264,278,240,1715,497,1,117,1158,10,484,10,130,69,1477,350,164,186,271,244,0
5083,2270,265,280,242,1721,494,1,116,1166,9,482,9,130,70,1468,351,166,185,272,242,0
5084,2271,259,274,235,1746,495,1,116,1180,8,492,8,130,69,1501,346,160,186,266,235,0
5085,2272,257,272,234,1758,494,1,116,1190,8,494,8,129,69,1485,345,159,186,265,234,0
5086,2273,255,270,231,1770,494,1,116,1197,8,498,8,130,70,1496,342,157,185,262,231,0
5087,2274,257,272,233,1765,489,1,116,1196,7,494,7,129,69,1506,344,159,185,265,233,0
5088,2275,249,264,225,1767,489,1,116,1192,7,502,7,130,69,1545,337,151,186,260,225,0
