,pointid_left,grid_code,POINT_X,POINT_Y,geometry,index_right,pointid_right,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19
1672,1673,1,47.8664432444,-16.6247724445,POINT (47.866443244434 -16.624772444451),5675,1700,209,225,182,1413,397,2,117,964,10,794,11,126,70,1843,296,116,180,225,184
1673,1674,1,47.9497732444,-16.6247724445,POINT (47.949773244434 -16.624772444451),5676,1701,198,216,170,1353,371,3,115,911,14,911,15,126,70,1947,286,106,180,216,172
1674,1675,1,48.0331032444,-16.6247724445,POINT (48.033103244434 -16.624772444451),5677,1702,213,231,185,1381,383,3,115,934,14,934,15,125,69,1932,300,121,179,231,187
1675,1676,1,48.1164332444,-16.6247724445,POINT (48.116433244434 -16.624772444451),5678,1703,233,251,206,1448,403,4,115,974,17,778,19,122,69,1878,318,143,175,250,209
1676,1677,1,48.1997632444,-16.6247724445,POINT (48.199763244434 -16.624772444451),5679,1704,233,251,205,1421,390,5,113,948,21,948,23,121,69,1905,316,143,173,251,208
1677,1678,1,48.2830932444,-16.6247724445,POINT (48.283093244434 -16.624772444451),5680,1705,231,250,203,1400,378,6,111,924,26,924,29,120,70,1951,313,142,171,250,206
1678,1679,1,48.3664232444,-16.6247724445,POINT (48.366423244434 -16.624772444451),5681,1706,226,246,197,1370,362,7,109,894,33,894,37,119,69,2045,308,136,172,246,199
1679,1680,1,48.4497532444,-16.6247724445,POINT (48.449753244434 -16.624772444451),5682,1707,208,231,178,1299,330,8,105,828,42,814,48,118,67,2199,293,119,174,230,179
1680,1681,1,48.5330832444,-16.6247724445,POINT (48.533083244434 -16.624772444451),5683,1708,202,226,171,1296,317,10,100,805,55,792,63,116,67,2266,287,114,173,225,172
1681,1682,1,48.6164132444,-16.6247724445,POINT (48.616413244434 -16.624772444451),5684,1709,183,208,151,1267,295,11,97,764,64,752,74,116,67,2324,267,95,172,206,151
1682,1683,1,48.6997432444,-16.6247724445,POINT (48.699743244434 -16.624772444451),5685,1710,187,213,155,1307,297,15,93,770,79,762,80,114,66,2389,271,100,171,212,166
1683,1684,1,48.7830732444,-16.6247724445,POINT (48.783073244434 -16.624772444451),5686,1711,193,220,160,1383,306,21,88,794,95,792,101,110,65,2455,276,107,169,218,171
1684,1685,1,48.8664032444,-16.6247724445,POINT (48.866403244434 -16.624772444451),5687,1712,194,221,161,1428,307,25,84,804,107,804,116,108,64,2442,277,110,167,221,172
1685,1686,1,48.9497332444,-16.6247724445,POINT (48.949733244434 -16.624772444451),5688,1713,189,217,155,1444,299,27,81,795,115,795,127,107,64,2476,272,106,166,217,166
1686,1687,1,49.0330632444,-16.6247724445,POINT (49.033063244434 -16.624772444451),5689,1714,187,215,154,1479,296,30,78,799,124,799,139,105,64,2461,269,106,163,215,164
1687,1688,1,49.1163932444,-16.6247724445,POINT (49.116393244434 -16.624772444451),5690,1715,200,227,169,1620,311,38,73,853,146,853,169,101,64,2351,279,123,156,227,178
1688,1689,1,49.1997232444,-16.6247724445,POINT (49.199723244434 -16.624772444451),5691,1716,211,238,181,1792,326,47,67,911,171,911,204,96,64,2273,286,138,148,238,189
1689,1690,1,49.2830532444,-16.6247724445,POINT (49.283053244434 -16.624772444451),5692,1717,218,243,188,1973,336,55,61,958,203,958,249,92,64,2217,289,146,143,243,196
1690,1691,1,49.3663832444,-16.6247724445,POINT (49.366383244434 -16.624772444451),5693,1718,223,247,194,2176,345,62,55,1006,239,1006,301,88,64,2151,291,154,137,247,202
1691,1692,1,49.4497132444,-16.6247724445,POINT (49.449713244434 -16.624772444451),5694,1719,222,246,193,2276,347,66,52,1021,256,1021,332,86,64,2123,289,155,134,246,213
1692,1693,1,49.5330432444,-16.6247724445,POINT (49.533043244434 -16.624772444451),5695,1720,219,244,190,2321,346,67,50,1021,260,1021,351,84,63,2148,286,153,133,244,211
1693,1694,1,49.6163732444,-16.6247724445,POINT (49.616373244434 -16.624772444451),5696,1721,222,247,195,2494,359,73,47,1057,278,1057,397,80,62,2096,288,159,129,247,214
1694,1695,1,49.6997032444,-16.6247724445,POINT (49.699703244434 -16.624772444451),5697,1722,235,259,209,2846,404,84,44,1139,313,1139,485,73,59,1994,297,175,122,259,227
1695,1696,1,49.7830332444,-16.6247724445,POINT (49.783033244434 -16.624772444451),5698,1723,242,264,217,2978,425,87,43,1171,323,1164,643,69,57,1935,302,183,119,260,234
1696,1697,1,44.4499132444,-16.7081024445,POINT (44.449913244434 -16.708102444451),5570,1724,267,281,244,1229,454,0,142,962,5,558,5,113,66,1516,338,169,169,279,244
1697,1698,1,44.5332432444,-16.7081024445,POINT (44.533243244434 -16.708102444451),5571,1725,267,280,244,1246,452,0,141,967,5,232,5,114,67,1496,338,169,169,275,244
1698,1699,1,44.6165732444,-16.7081024445,POINT (44.616573244434 -16.708102444451),5572,1726,265,279,243,1260,436,1,135,963,6,584,6,115,67,1482,338,167,171,274,243
1699,1700,1,44.6999032444,-16.7081024445,POINT (44.699903244434 -16.708102444451),5573,1727,264,277,242,1277,418,1,132,959,7,600,7,116,68,1461,336,166,170,273,242
1700,1701,1,44.7832332444,-16.7081024445,POINT (44.783233244434 -16.708102444451),5574,1728,263,276,240,1289,400,1,128,954,7,615,7,116,68,1503,335,165,170,273,240
1701,1702,1,44.8665632444,-16.7081024445,POINT (44.866563244434 -16.708102444451),5575,1729,264,277,241,1302,385,1,125,952,8,628,8,117,68,1467,335,164,171,273,241
1702,1703,1,44.9498932444,-16.7081024445,POINT (44.949893244434 -16.708102444451),5576,1730,262,275,239,1321,377,2,122,952,9,646,9,117,68,1485,334,163,171,272,239
1703,1704,1,45.0332232444,-16.7081024445,POINT (45.033223244434 -16.708102444451),5577,1731,255,268,231,1356,383,2,117,949,10,674,10,119,69,1487,327,155,172,264,231
1704,1705,1,45.1165532444,-16.7081024445,POINT (45.116553244434 -16.708102444451),5578,1732,257,270,234,1365,388,2,117,951,10,684,10,119,69,1476,329,157,172,267,234
1705,1706,1,45.1998832444,-16.7081024445,POINT (45.199883244434 -16.708102444451),5579,1733,256,269,232,1380,394,2,116,956,11,697,11,119,68,1509,329,156,173,266,232
1706,1707,1,45.2832132444,-16.7081024445,POINT (45.283213244434 -16.708102444451),5580,1734,260,272,237,1387,401,2,117,965,11,704,11,119,68,1461,333,160,173,269,237
1707,1708,1,45.3665432444,-16.7081024445,POINT (45.366543244434 -16.708102444451),5581,1735,249,262,226,1424,407,2,114,969,12,733,12,121,69,1485,324,150,174,259,226
1708,1709,1,45.4498732444,-16.7081024445,POINT (45.449873244434 -16.708102444451),5582,1736,253,266,231,1430,414,2,115,981,12,739,12,120,68,1443,328,154,174,262,231
1709,1710,1,45.5332032444,-16.7081024445,POINT (45.533203244434 -16.708102444451),5583,1737,256,268,233,1442,422,2,116,995,12,355,12,120,69,1439,330,157,173,265,233
1710,1711,1,45.6165332444,-16.7081024445,POINT (45.616533244434 -16.708102444451),5584,1738,257,269,235,1456,429,2,117,1009,10,361,10,120,68,1414,332,158,174,266,235
1711,1712,1,45.6998632444,-16.7081024445,POINT (45.699863244434 -16.708102444451),5585,1739,257,271,234,1479,437,2,117,1025,10,370,10,121,69,1458,333,158,175,265,234
1712,1713,1,45.7831932444,-16.7081024445,POINT (45.783193244434 -16.708102444451),5586,1740,260,273,237,1494,445,1,119,1043,9,373,9,121,69,1445,336,162,174,268,241
1713,1714,1,45.8665232444,-16.7081024445,POINT (45.866523244434 -16.708102444451),5587,1741,261,274,239,1512,452,1,119,1059,9,378,9,121,69,1391,338,164,174,269,243
1714,1715,1,45.9498532444,-16.7081024445,POINT (45.949853244434 -16.708102444451),5588,1742,265,278,243,1525,458,1,120,1075,8,380,9,121,69,1396,342,168,174,273,247
1715,1716,1,46.0331832444,-16.7081024445,POINT (46.033183244434 -16.708102444451),5589,1743,266,280,244,1543,463,1,120,1088,8,386,9,121,69,1398,344,169,175,273,249
1716,1717,1,46.1165132444,-16.7081024445,POINT (46.116513244434 -16.708102444451),5590,1744,267,281,245,1549,465,1,120,1093,7,391,8,122,69,1402,346,171,175,274,250
1717,1718,1,46.1998432444,-16.7081024445,POINT (46.199843244434 -16.708102444451),5591,1745,261,275,240,1570,469,1,120,1100,7,406,8,123,69,1380,342,166,176,268,244
1718,1719,1,46.2831732444,-16.7081024445,POINT (46.283173244434 -16.708102444451),5592,1746,260,274,238,1575,469,1,119,1097,7,414,8,124,69,1405,342,164,178,266,242
1719,1720,1,46.3665032444,-16.7081024445,POINT (46.366503244434 -16.708102444451),5593,1747,266,281,244,1554,463,1,120,1083,7,409,7,124,69,1409,349,170,179,271,249
1720,1721,1,46.4498332444,-16.7081024445,POINT (46.449833244434 -16.708102444451),5594,1748,267,282,246,1548,459,1,119,1075,7,411,7,124,69,1345,350,172,178,272,251
1721,1722,1,46.5331632444,-16.7081024445,POINT (46.533163244434 -16.708102444451),5595,1749,270,285,249,1536,452,1,119,1063,8,410,8,124,69,1369,354,175,179,275,254
1722,1723,1,46.6164932444,-16.7081024445,POINT (46.616493244434 -16.708102444451),5596,1750,271,287,251,1529,446,1,119,1055,8,411,8,124,68,1356,356,176,180,276,255
1723,1724,1,46.6998232444,-16.7081024445,POINT (46.699823244434 -16.708102444451),5597,1751,271,286,251,1532,443,1,119,1055,7,414,7,124,69,1321,356,177,179,275,251
1724,1725,1,46.7831532444,-16.7081024445,POINT (46.783153244434 -16.708102444451),5598,1752,272,287,252,1539,440,1,118,1060,7,414,7,124,69,1303,357,179,178,277,252
1725,1726,1,46.8664832444,-16.7081024445,POINT (46.866483244434 -16.708102444451),5599,1753,273,287,253,1552,439,1,118,1070,7,415,7,125,69,1295,358,179,179,277,253
1726,1727,1,46.9498132444,-16.7081024445,POINT (46.949813244434 -16.708102444451),5600,1754,273,287,254,1571,441,1,118,1085,7,416,7,125,70,1240,358,181,177,278,254
1727,1728,1,47.0331432444,-16.7081024445,POINT (47.033143244434 -16.708102444451),5601,1755,274,288,254,1587,444,1,118,1098,7,417,7,125,70,1271,359,181,178,278,254
1728,1729,1,47.1164732444,-16.7081024445,POINT (47.116473244434 -16.708102444451),5602,1756,271,285,252,1612,452,1,118,1115,7,424,7,125,70,1252,356,179,177,277,252
1729,1730,1,47.1998032444,-16.7081024445,POINT (47.199803244434 -16.708102444451),5603,1757,268,281,248,1637,462,1,118,1132,5,433,5,125,71,1259,352,177,175,274,248
1730,1731,1,47.2831332444,-16.7081024445,POINT (47.283133244434 -16.708102444451),5604,1758,265,279,244,1663,473,1,118,1148,5,444,5,125,70,1359,350,173,177,271,244
1731,1732,1,47.3664632444,-16.7081024445,POINT (47.366463244434 -16.708102444451),5605,1759,265,278,244,1675,478,1,118,1155,6,446,6,125,71,1360,349,173,176,272,244
1732,1733,1,47.4497932444,-16.7081024445,POINT (47.449793244434 -16.708102444451),5606,1760,261,275,239,1699,489,1,118,1167,6,458,6,125,71,1412,345,170,175,269,239
1733,1734,1,47.5331232444,-16.7081024445,POINT (47.533123244434 -16.708102444451),5607,1761,259,273,237,1713,495,2,118,1172,7,465,7,124,71,1415,342,169,173,267,237
1734,1735,1,47.6164532444,-16.7081024445,POINT (47.616453244434 -16.708102444451),5608,1762,259,273,237,1701,490,2,118,1163,7,459,7,123,71,1481,342,169,173,268,237
1735,1736,1,47.6997832444,-16.7081024445,POINT (47.699783244434 -16.708102444451),5609,1763,249,263,226,1719,502,2,118,1185,7,481,7,124,71,1542,333,159,174,261,226
1736,1737,1,47.7831132444,-16.7081024445,POINT (47.783113244434 -16.708102444451),5610,1764,209,225,182,1432,402,2,116,978,9,808,9,127,70,1799,297,116,181,224,182
1737,1738,1,47.8664432444,-16.7081024445,POINT (47.866443244434 -16.708102444451),5611,1765,203,220,175,1382,382,2,115,936,11,902,12,127,70,1883,291,110,181,220,178
1738,1739,1,47.9497732444,-16.7081024445,POINT (47.949773244434 -16.708102444451),5612,1766,193,212,165,1327,359,3,114,888,15,856,16,126,70,1957,281,101,180,212,167
1739,1740,1,48.0331032444,-16.7081024445,POINT (48.033103244434 -16.708102444451),5613,1767,219,237,192,1398,387,3,115,944,14,944,15,124,70,1897,305,128,177,237,195
1740,1741,1,48.1164332444,-16.7081024445,POINT (48.116433244434 -16.708102444451),5614,1768,231,249,204,1429,394,4,113,957,18,957,20,122,69,1883,315,140,175,249,207
1741,1742,1,48.1997632444,-16.7081024445,POINT (48.199763244434 -16.708102444451),5615,1769,227,246,198,1384,376,4,112,920,21,920,24,121,69,1981,310,136,174,246,201
1742,1743,1,48.2830932444,-16.7081024445,POINT (48.283093244434 -16.708102444451),5616,1770,227,246,197,1368,364,5,109,897,27,897,32,120,69,2013,309,136,173,246,200
1743,1744,1,48.3664232444,-16.7081024445,POINT (48.366423244434 -16.708102444451),5617,1771,217,238,188,1316,341,6,107,850,33,850,39,119,68,2095,301,128,173,238,190
1744,1745,1,48.4497532444,-16.7081024445,POINT (48.449753244434 -16.708102444451),5618,1772,218,240,188,1328,337,8,105,844,42,834,49,117,68,2150,301,130,171,240,190
1745,1746,1,48.5330832444,-16.7081024445,POINT (48.533083244434 -16.708102444451),5619,1773,192,217,161,1237,292,9,98,753,55,739,65,117,67,2290,277,103,174,215,162
1746,1747,1,48.6164132444,-16.7081024445,POINT (48.616413244434 -16.708102444451),5620,1774,190,216,158,1254,288,11,95,747,67,735,79,116,67,2380,275,102,173,215,158
1747,1748,1,48.6997432444,-16.7081024445,POINT (48.699743244434 -16.708102444451),5621,1775,190,216,158,1284,288,14,91,750,78,742,79,113,66,2372,273,103,170,214,168
1748,1749,1,48.7830732444,-16.7081024445,POINT (48.783073244434 -16.708102444451),5622,1776,187,214,154,1314,286,18,88,750,88,746,93,111,65,2415,270,101,169,212,165
1749,1750,1,48.8664032444,-16.7081024445,POINT (48.866403244434 -16.708102444451),5623,1777,186,214,153,1358,287,21,84,757,98,757,107,109,64,2468,270,101,169,214,163
1750,1751,1,48.9497332444,-16.7081024445,POINT (48.949733244434 -16.708102444451),5624,1778,185,213,152,1404,287,25,80,767,110,767,123,107,64,2456,268,103,165,213,163
1751,1752,1,49.0330632444,-16.7081024445,POINT (49.033063244434 -16.708102444451),5625,1779,194,222,161,1519,299,32,76,810,130,810,149,104,64,2443,276,114,162,222,171
1752,1753,1,49.1163932444,-16.7081024445,POINT (49.116393244434 -16.708102444451),5626,1780,193,221,161,1572,298,36,72,820,142,820,166,101,63,2408,273,115,158,221,170
1753,1754,1,49.1997232444,-16.7081024445,POINT (49.199723244434 -16.708102444451),5627,1781,210,236,179,1811,322,48,65,906,177,906,212,96,64,2294,285,135,150,236,188
1754,1755,1,49.2830532444,-16.7081024445,POINT (49.283053244434 -16.708102444451),5628,1782,209,236,179,1896,321,53,61,920,195,920,239,93,63,2272,283,137,146,236,187
1755,1756,1,49.3663832444,-16.7081024445,POINT (49.366383244434 -16.708102444451),5629,1783,221,246,193,2230,347,64,54,1014,249,1014,316,87,63,2134,289,153,136,246,201
1756,1757,1,49.4497132444,-16.7081024445,POINT (49.449713244434 -16.708102444451),5630,1784,221,246,193,2349,352,68,51,1034,265,1034,351,84,63,2139,288,155,133,246,213
1757,1758,1,49.5330432444,-16.7081024445,POINT (49.533043244434 -16.708102444451),5631,1785,226,250,199,2585,367,75,47,1087,288,1087,413,80,62,2073,291,163,128,250,218
1758,1759,1,49.6163732444,-16.7081024445,POINT (49.616373244434 -16.708102444451),5632,1786,225,249,198,2657,378,77,45,1095,294,1095,437,77,61,2055,289,163,126,249,217
1759,1760,1,49.6997032444,-16.7081024445,POINT (49.699703244434 -16.708102444451),5633,1787,240,263,214,3065,430,87,43,1201,330,1193,537,70,59,1946,300,182,118,259,232
1760,1761,1,44.4499132444,-16.7914324445,POINT (44.449913244434 -16.791432444451),5506,1788,265,278,241,1241,453,0,140,967,5,234,5,114,67,1511,336,167,169,276,241
1761,1762,1,44.5332432444,-16.7914324445,POINT (44.533243244434 -16.791432444451),5507,1789,267,281,244,1251,449,0,139,967,5,238,5,115,66,1506,340,168,172,278,244
1762,1763,1,44.6165732444,-16.7914324445,POINT (44.616573244434 -16.791432444451),5508,1790,265,279,242,1271,433,1,135,962,7,252,7,116,67,1512,338,166,172,274,242
1763,1764,1,44.6999032444,-16.7914324445,POINT (44.699903244434 -16.791432444451),5509,1791,265,279,241,1284,415,1,130,958,7,607,7,117,67,1545,338,165,173,274,241
1764,1765,1,44.7832332444,-16.7914324445,POINT (44.783233244434 -16.791432444451),5510,1792,260,273,236,1313,393,1,125,953,8,631,8,118,68,1516,333,160,173,269,236
1765,1766,1,44.8665632444,-16.7914324445,POINT (44.866563244434 -16.791432444451),5511,1793,260,273,237,1327,378,2,122,950,9,645,9,118,68,1492,333,160,173,269,237
1766,1767,1,44.9498932444,-16.7914324445,POINT (44.949893244434 -16.791432444451),5512,1794,254,267,230,1359,377,2,117,945,11,671,11,120,68,1508,328,153,175,263,230
1767,1768,1,45.0332232444,-16.7914324445,POINT (45.033223244434 -16.791432444451),5513,1795,256,269,232,1374,382,3,116,947,12,682,12,120,68,1513,331,155,176,265,232
1768,1769,1,45.1165532444,-16.7914324445,POINT (45.116553244434 -16.791432444451),5514,1796,251,264,228,1398,387,3,113,945,13,703,13,121,68,1490,326,150,176,261,228
1769,1770,1,45.1998832444,-16.7914324445,POINT (45.199883244434 -16.791432444451),5515,1797,252,265,229,1410,393,3,113,950,13,715,13,122,69,1469,327,151,176,261,229
1770,1771,1,45.2832132444,-16.7914324445,POINT (45.283213244434 -16.791432444451),5516,1798,252,265,229,1418,399,2,113,957,12,354,12,122,68,1475,328,151,177,262,229
1771,1772,1,45.3665432444,-16.7914324445,POINT (45.366543244434 -16.791432444451),5517,1799,251,264,227,1432,405,2,113,965,12,362,12,122,68,1504,327,150,177,260,227
1772,1773,1,45.4498732444,-16.7914324445,POINT (45.449873244434 -16.791432444451),5518,1800,247,260,224,1451,412,2,113,974,12,374,12,123,69,1465,323,147,176,256,224
1773,1774,1,45.5332032444,-16.7914324445,POINT (45.533203244434 -16.791432444451),5519,1801,248,260,225,1464,419,2,113,986,12,379,12,123,69,1440,324,147,177,257,225
1774,1775,1,45.6165332444,-16.7914324445,POINT (45.616533244434 -16.791432444451),5520,1802,252,264,229,1476,428,2,114,1003,12,379,12,122,68,1435,329,151,178,260,229
1775,1776,1,45.6998632444,-16.7914324445,POINT (45.699863244434 -16.791432444451),5521,1803,255,268,232,1492,436,2,116,1020,12,383,12,123,69,1436,332,155,177,263,236
1776,1777,1,45.7831932444,-16.7914324445,POINT (45.783193244434 -16.791432444451),5522,1804,257,271,235,1507,445,2,117,1039,10,386,11,123,69,1426,335,158,177,265,239
1777,1778,1,45.8665232444,-16.7914324445,POINT (45.866523244434 -16.791432444451),5523,1805,260,272,238,1526,453,1,118,1057,9,392,9,123,69,1383,338,161,177,267,241
1778,1779,1,45.9498532444,-16.7914324445,POINT (45.949853244434 -16.791432444451),5524,1806,263,277,241,1539,460,1,119,1074,8,393,9,123,69,1390,341,165,176,270,245
1779,1780,1,46.0331832444,-16.7914324445,POINT (46.033183244434 -16.791432444451),5525,1807,267,280,245,1550,465,1,119,1086,8,395,9,123,69,1394,345,169,176,273,248
1780,1781,1,46.1165132444,-16.7914324445,POINT (46.116513244434 -16.791432444451),5526,1808,267,280,245,1564,468,1,119,1094,8,402,9,123,69,1398,346,169,177,273,248
1781,1782,1,46.1998432444,-16.7914324445,POINT (46.199843244434 -16.791432444451),5527,1809,257,271,235,1588,473,1,119,1101,7,422,8,125,70,1390,339,161,178,263,240
1782,1783,1,46.2831732444,-16.7914324445,POINT (46.283173244434 -16.791432444451),5528,1810,260,274,238,1589,473,1,119,1102,7,424,8,125,69,1391,342,163,179,266,242
1783,1784,1,46.3665032444,-16.7914324445,POINT (46.366503244434 -16.791432444451),5529,1811,270,284,248,1567,466,1,120,1090,7,414,8,124,69,1368,352,174,178,275,253
1784,1785,1,46.4498332444,-16.7914324445,POINT (46.449833244434 -16.791432444451),5530,1812,272,287,251,1556,461,1,120,1082,7,413,7,124,69,1362,355,176,179,277,255
1785,1786,1,46.5331632444,-16.7914324445,POINT (46.533163244434 -16.791432444451),5531,1813,272,286,251,1560,459,1,119,1080,8,418,8,124,69,1361,355,176,179,277,255
1786,1787,1,46.6164932444,-16.7914324445,POINT (46.616493244434 -16.791432444451),5532,1814,273,287,252,1560,455,1,118,1077,8,421,8,124,69,1305,356,178,178,277,257
1787,1788,1,46.6998232444,-16.7914324445,POINT (46.699823244434 -16.791432444451),5533,1815,273,288,253,1563,452,1,118,1079,7,423,7,124,69,1331,358,179,179,277,253
1788,1789,1,46.7831532444,-16.7914324445,POINT (46.783153244434 -16.791432444451),5534,1816,273,288,253,1572,449,0,118,1085,6,425,6,124,69,1290,358,180,178,277,253
1789,1790,1,46.8664832444,-16.7914324445,POINT (46.866483244434 -16.791432444451),5535,1817,274,288,255,1584,444,1,117,1094,7,422,7,124,70,1254,358,181,177,278,255
1790,1791,1,46.9498132444,-16.7914324445,POINT (46.949813244434 -16.791432444451),5536,1818,274,288,254,1598,443,1,117,1105,7,422,7,124,69,1258,359,181,178,277,254
1791,1792,1,47.0331432444,-16.7914324445,POINT (47.033143244434 -16.791432444451),5537,1819,271,285,252,1620,449,1,117,1119,7,429,7,124,70,1248,356,180,176,275,252
1792,1793,1,47.1164732444,-16.7914324445,POINT (47.116473244434 -16.791432444451),5538,1820,268,281,249,1643,459,1,118,1135,5,438,5,125,71,1237,353,177,176,273,249
1793,1794,1,47.1998032444,-16.7914324445,POINT (47.199803244434 -16.791432444451),5539,1821,265,278,245,1666,469,1,118,1147,5,448,5,125,71,1276,349,174,175,271,245
1794,1795,1,47.2831332444,-16.7914324445,POINT (47.283133244434 -16.791432444451),5540,1822,259,272,238,1695,483,1,118,1163,5,465,5,125,71,1332,344,169,175,267,238
1795,1796,1,47.3664632444,-16.7914324445,POINT (47.366463244434 -16.791432444451),5541,1823,256,270,234,1714,493,1,119,1179,5,473,5,125,70,1417,342,165,177,266,234
1796,1797,1,47.4497932444,-16.7914324445,POINT (47.449793244434 -16.791432444451),5542,1824,248,262,226,1726,502,1,119,1195,4,491,4,126,72,1431,333,158,175,258,226
1797,1798,1,47.5331232444,-16.7914324445,POINT (47.533123244434 -16.791432444451),5543,1825,258,272,235,1728,497,2,117,1183,7,476,7,123,70,1461,341,167,174,268,235
1798,1799,1,47.6164532444,-16.7914324445,POINT (47.616453244434 -16.791432444451),5544,1826,259,272,236,1713,491,2,117,1169,7,469,7,122,70,1497,341,168,173,270,236
1799,1800,1,47.6997832444,-16.7914324445,POINT (47.699783244434 -16.791432444451),5545,1827,235,250,210,1616,466,2,118,1114,7,904,7,126,71,1643,321,144,177,248,210
1800,1801,1,47.7831132444,-16.7914324445,POINT (47.783113244434 -16.791432444451),5546,1828,209,226,182,1418,396,2,116,967,9,801,9,127,70,1845,297,116,181,225,182
1801,1802,1,47.8664432444,-16.7914324445,POINT (47.866443244434 -16.791432444451),5547,1829,203,220,175,1364,375,2,115,922,11,922,12,127,70,1886,291,110,181,220,178
1802,1803,1,47.9497732444,-16.7914324445,POINT (47.949773244434 -16.791432444451),5548,1830,193,211,164,1307,351,3,114,873,15,839,16,126,70,1947,280,100,180,211,167
1803,1804,1,48.0331032444,-16.7914324445,POINT (48.033103244434 -16.791432444451),5549,1831,199,218,170,1297,347,3,112,863,16,831,18,125,69,1997,287,107,180,218,173
1804,1805,1,48.1164332444,-16.7914324445,POINT (48.116433244434 -16.791432444451),5550,1832,196,216,166,1266,332,3,111,832,20,803,23,125,69,2087,284,103,181,216,169
1805,1806,1,48.1997632444,-16.7914324445,POINT (48.199763244434 -16.791432444451),5551,1833,224,243,195,1352,362,4,111,893,21,893,25,122,70,1985,307,133,174,243,198
1806,1807,1,48.2830932444,-16.7914324445,POINT (48.283093244434 -16.791432444451),5552,1834,215,236,185,1284,334,4,108,834,27,814,32,121,69,2104,298,124,174,235,187
1807,1808,1,48.3664232444,-16.7914324445,POINT (48.366423244434 -16.791432444451),5553,1835,217,238,188,1294,332,6,107,832,33,816,39,119,68,2093,300,127,173,238,189
1808,1809,1,48.4497532444,-16.7914324445,POINT (48.449753244434 -16.791432444451),5554,1836,195,218,164,1201,286,6,101,738,45,721,54,119,68,2239,279,104,175,217,165
1809,1810,1,48.5330832444,-16.7914324445,POINT (48.533083244434 -16.791432444451),5555,1837,193,217,161,1205,279,8,97,725,55,711,66,117,67,2321,277,103,174,216,161
1810,1811,1,48.6164132444,-16.7914324445,POINT (48.616413244434 -16.791432444451),5556,1838,195,220,164,1225,280,10,94,728,65,715,78,115,66,2317,279,107,172,219,164
1811,1812,1,48.6997432444,-16.7914324445,POINT (48.699743244434 -16.791432444451),5557,1839,188,214,156,1242,275,13,91,721,74,712,90,113,66,2353,272,102,170,213,168
1812,1813,1,48.7830732444,-16.7914324445,POINT (48.783073244434 -16.791432444451),5558,1840,187,214,155,1281,276,16,88,728,85,722,90,111,66,2406,270,102,168,212,166
1813,1814,1,48.8664032444,-16.7914324445,POINT (48.866403244434 -16.791432444451),5559,1841,189,216,156,1340,280,21,84,742,98,741,107,109,65,2401,271,105,166,214,167
1814,1815,1,48.9497332444,-16.7914324445,POINT (48.949733244434 -16.791432444451),5560,1842,196,224,164,1448,292,27,79,784,115,784,130,105,64,2386,277,115,162,224,174
1815,1816,1,49.0330632444,-16.7914324445,POINT (49.033063244434 -16.791432444451),5561,1843,191,218,158,1477,287,30,75,783,125,783,144,104,64,2433,272,110,162,218,168
1816,1817,1,49.1163932444,-16.7914324445,POINT (49.116393244434 -16.791432444451),5562,1844,188,216,156,1528,286,34,72,793,137,793,161,102,64,2403,269,110,159,216,166
1817,1818,1,49.1997232444,-16.7914324445,POINT (49.199723244434 -16.791432444451),5563,1845,213,239,183,1887,324,52,62,923,190,923,230,95,64,2280,287,139,148,239,192
1818,1819,1,49.2830532444,-16.7914324445,POINT (49.283053244434 -16.791432444451),5564,1846,218,244,189,2092,337,60,57,978,225,978,280,90,63,2177,289,148,141,244,197
1819,1820,1,49.3663832444,-16.7914324445,POINT (49.366383244434 -16.791432444451),5565,1847,222,247,194,2312,352,67,52,1030,263,1030,336,86,63,2144,290,154,136,247,202
1820,1821,1,49.4497132444,-16.7914324445,POINT (49.449713244434 -16.791432444451),5566,1848,230,254,204,2700,378,80,46,1122,305,1122,530,80,62,2031,295,166,129,254,223
1821,1822,1,49.5330432444,-16.7914324445,POINT (49.533043244434 -16.791432444451),5567,1849,237,260,212,3073,414,90,43,1203,341,1203,656,75,60,1951,299,176,123,260,230
1822,1823,1,49.6163732444,-16.7914324445,POINT (49.616373244434 -16.791432444451),5568,1850,233,257,207,3027,418,86,43,1185,329,1185,525,72,59,1989,295,174,121,257,225
1823,1824,1,49.6997032444,-16.7914324445,POINT (49.699703244434 -16.791432444451),5569,1851,240,262,215,3194,446,88,43,1252,338,1223,566,67,57,1938,299,183,116,258,232
1824,1825,1,44.3665832444,-16.8747624445,POINT (44.366583244434 -16.874762444451),5440,1852,266,279,243,1219,424,1,137,939,6,567,6,113,68,1521,335,169,166,278,243
1825,1826,1,44.4499132444,-16.8747624445,POINT (44.449913244434 -16.874762444451),5441,1853,265,279,242,1242,433,1,137,953,6,576,6,114,67,1505,336,167,169,277,242
1826,1827,1,44.5332432444,-16.8747624445,POINT (44.533243244434 -16.874762444451),5442,1854,265,279,241,1261,432,1,134,958,7,587,7,116,67,1566,337,165,172,277,241
1827,1828,1,44.6165732444,-16.8747624445,POINT (44.616573244434 -16.874762444451),5443,1855,265,279,242,1276,421,1,132,955,7,262,7,117,68,1514,338,166,172,275,242
